,state_farm
1852,90505-3690
1853,90502-2196
1854,90505
1855,90505-3176
1856,90505-5994
1857,90505-5211
1858,90505
1859,90505-6130
1860,90504
1861,90503
1862,90503
1863,90505-6020
1864,90503-5806
1865,90505-6836
1866,90505-3023
1867,90501
1868,90504-4120
1869,90505-6807
1870,90503
1871,90501-2815
1872,95304
1873,95376-3864
1874,95376-3723
1875,95376-4015
1876,96161
1877,96161
1878,96161
1879,91042
1880,93274-7377
1881,93274-4334
1882,93274-2344
1883,93274-4008
1884,95382-2400
1885,95380-4506
1886,95380-6885
1887,92780-3258
1888,92780-1971
1889,92780-3527
1890,92780-3846
1891,92780-3131
1892,92780-7701
1893,92780
1894,95482
1895,95482
1896,95482-5512
1897,95482
1898,91784-1732
1899,91786
1900,91786-6641
1901,91786
1902,91784-9180
1903,95688
1904,95688-3946
1905,95688-3946
1906,95687-6915
1907,95687-4708
1908,95688-3062
1909,91355
1910,91355
1911,91355-4020
1912,91381-0751
1913,94591-5500
1914,94589
1915,94590-2956
1916,94591-3648
1917,93003-5349
1918,93003
1919,93001-0010
1920,93004
1921,93001
1922,93003
1923,93003
1924,93003-3217
1925,93003-5638
1926,93001
1927,93003-3419
1928,93004
1929,93003-8216
1930,93003-5775
1931,93004-1571
1932,93003
1933,92392
1934,92395
1935,92392
1936,92395-4203
1937,93291
1938,93291
1939,93291-8620
1940,93291
1941,93291
1942,93291
1943,93277-3472
1944,93277
1945,92084
1946,92081-5473
1947,92083
1948,92084-4039
1949,91789-1317
1950,91789-2702
1951,91789-2583
1952,91789-2906
1953,93280-1933
1954,95076-3066
1955,95076-3567
1956,96093-0459
1957,96094-2608
1958,90045-4004
1959,90045-2415
1960,92683-6401
1961,92683-4562
1962,92683-7425
1963,92683-6039
1964,92683-7572
1965,92683-7100
1966,90601
1967,90605-2105
1968,90603-2560
1969,90603-2560
1970,90606
1971,90602-2507
1972,90603-1235
1973,90605-2426
1974,90603-3110
1975,90603-1369
1976,90604
1977,90601-4306
1978,95988-2832
1979,90744
1980,95492-8073
1981,95492-9701
1982,91306-3667
1983,95695-3202
1984,95695-4023
1985,95695
1986,96097-2524
1987,92399-1753
1988,92399-4341
1989,81101-2489
1990,81101
1991,80004-1066
1992,80002
1993,80002-3900
1994,80003-2197
1995,80001-0147
1996,80002-1830
1997,80004-3892
1998,80002
1999,80002-2456
2000,80004-4030
2001,80016
2002,80014-2501
2003,80014
2004,80013-5804
2005,80011-1240
2006,80017-4045
2007,80012-3468
2008,80015
2009,80010-2155
2010,80014-6521
2011,80015-2762
2012,80015-1208
2013,80011-3449
2014,80011-5735
2015,80012
2016,80014-5376
2017,80014-3908
2018,80013-3584
2019,80012-4682
2020,80017
2021,80014-1193
2022,80017-2066
2023,80012-5012
2024,80015
2025,81621
2026,81621-7601
2027,80513
2028,80302-6334
2029,80305
2030,80301-3349
2031,80304
2032,80301
2033,80304
2034,80304-2435
2035,80303-4252
2036,80305-6769
2037,80304
2038,80303-1756
2039,80301-1241
2040,80301-6306
2041,80303-8105
2042,80601
2043,80601-1638
2044,80601-2561
2045,80023-3607
2046,80020-2039
2047,80020-6938
2048,80020-0549
2049,80234-7008
2050,80020-6938
2051,80020-1870
2052,80023-3607
2053,80723-2103
2054,80807-1609
2055,81623-1884
2056,80112-6759
2057,80121-8007
2058,80112
2059,80015-3112
2060,80122
2061,80122-2353
2062,80122-4510
2063,80112-6600
2064,80112-1256
2065,80015-2400
2066,80433-7742
2067,80433
2068,80433-8509
2069,81321
2070,81321-1120
2071,81625-2932
2072,80514-9305
2073,81416-1903
2074,81416-1834
2075,80220-3702
2076,80211
2077,80224
2078,80237-1838
2079,80247-1448
2080,80231-4844
2081,80210
2082,80210-1721
2083,80202-1177
2084,80219-1401
2085,80222-4942
2086,80246
2087,80204
2088,80202-3138
2089,80237-1074
2090,80221-2796
2091,80209-2432
2092,80218-1634
2093,80249
2094,80222-7673
2095,80222
2096,80239-6703
2097,80211-3889
2098,80227-5517
2099,80219-2715
2100,80212-2700
2101,80209
2102,80205
2103,80210-4827
2104,80204-3652
2105,80202-1215
2106,80222
2107,80220
2108,80219-6722
2109,80238-2462
2110,80202-1374
2111,80209-4213
2112,80224
2113,80237-2553
2114,80209
2115,80203
2116,80237
2117,80231
2118,80211-1376
2119,80210-3159
2120,80210-3997
2121,80435
2122,81301-7960
2123,81301-5235
2124,81301-6805
2125,81301
2126,81631
2127,80615-3495
2128,81632-8111
2129,80107
2130,80110-2300
2131,80112
2132,80112
2133,80110-1819
2134,80113-3614
2135,80112-5868
2136,80113
2137,80113-2401
2138,80516-5442
2139,80516-1005
2140,80439
2141,80439
2142,80439
2143,80831
2144,80504-6405
2145,80504-6600
2146,80817-2507
2147,80817-1506
2148,80116-0801
2149,80442
2150,80443
2151,80443-0867
2152,80401-3766
2153,80401
2154,80403-3211
2155,80401
2156,80401-5829
2157,80634-9682
2158,80634
2159,80634
2160,80634-6550
2161,80634-1850
2162,80634-2049
2163,80634-2538
2164,80634-2049
2165,80634-2506
2166,80634
2167,80634-2049
2168,80631-6927
2169,81230-2409
2170,80734
2171,80534
2172,80026
2173,80026-2832
2174,80026-2475
2175,80026-9308
2176,80226-3300
2177,80228-1816
2178,80226
2179,80227-5104
2180,80227-3025
2181,80228-4172
2182,80215-5866
2183,80232
2184,80226-1515
2185,80228
2186,80228-1836
2187,80232-6268
2188,80227-2840
2189,80226
2190,80228-2860
2191,80214-5731
2192,81052-3740
2193,81052-2841
2194,80461
2195,80123
2196,80120-1123
2197,80120-8064
2198,80123-9542
2199,80120-2020
2200,80127-4245
2201,80127-4245
2202,80128-5755
2203,80127-1444
2204,80127-2138
2205,80125-9365
2206,80128
2207,80127-1736
2208,80128
2209,80120-4540
2210,80120
2211,80123-2873
2212,80127-6418
2213,80127-3017
2214,80501
2215,80501-4921
2216,80501-6218
2217,80501
2218,80501-2609
2219,80501-9711
2220,80503
2221,80501-4920
2222,80501-4910
2223,80027-2557
2224,80027
2225,80027-1349
2226,80027-9412
2227,80538-2742
2228,80538-5229
2229,80537-3122
2230,80537
2231,80538-2233
2232,80538-1688
2233,80537-3110
2234,80538-8767
2235,80537-4846
2236,80537
2237,81641-0347
2238,81401
2239,81401-3665
2240,81401-5444
2241,80132-9097
2242,80132
2243,80234
2244,80234-4378
2245,80234
2246,80233-1135
2247,81428
2248,80134
2249,80134-9602
2250,80134-4804
2251,80134
2252,80134-8800
2253,80138
2254,80134
2255,80134-3890
2256,81008-1766
2257,81001
2258,81008
2259,81008
2260,81004-1143
2261,81003-3642
2262,81005-2525
2263,81005-3295
2264,81003
2265,81001-1268
2266,81648
2267,81650-3301
2268,81650-2336
2269,81201-2616
2270,80751-7949
2271,80751-3141
2272,80241-3166
2273,80233-2077
2274,80233-2546
2275,80241-3166
2276,80233-4290
2277,80229
2278,80229-2165
2279,80229-2166
2280,81082-2762
2281,81089
2282,80020
2283,80030-4465
2284,80031-4379
2285,80030
2286,80020-3347
2287,80030-4447
2288,80020-3347
2289,80021-5612
2290,80031-2900
2291,80234
2292,80021-6808
2293,80021
2294,80031-3693
2295,80031-3020
2296,80550-4703
2297,80550-5919
2298,80550
2299,80759
2300,06401
2301,06001-3821
2302,06037
2303,06801-2124
2304,06002-2411
2305,06405
2306,06610-1802
2307,06604-4811
2308,06010-3974
2309,06010-6693
2310,06804-2634
2311,06410
2312,06410-1219
2313,06415-1211
2314,06810-5010
2315,06811-5111
2316,06811-4816
2317,06820-3611
2318,06082
2319,06824-5721
2320,06825
2321,06825
2322,06032-2961
2323,06033-2047
2324,06340-4269
2325,06514-3118
2326,06518
2327,06106-2051
2328,06443-2611
2329,06040-3824
2330,06040-5109
2331,06040-4722
2332,06762-2500
2333,06457
2334,06457
2335,06460-2578
2336,06460-2758
2337,06460
2338,06468-1170
2339,06770-3661
2340,06770
2341,06111-2533
2342,06470-1657
2343,06470-1268
2344,06472-1003
2345,06851-7004
2346,06851
2347,06850-2631
2348,06851-4344
2349,06360
2350,06477-3524
2351,06480-1869
2352,06877-4723
2353,06484
2354,06070-1406
2355,06488-4240
2356,06489-1263
2357,06489-2011
2358,06907-2228
2359,06901-2797
2360,06902-1106
2361,06905
2362,06906
2363,06614-5246
2364,06614-1514
2365,06614
2366,06790
2367,06790-3907
2368,06611-4547
2369,06066-7033
2370,06492
2371,06492
2372,06704
2373,06705-5204
2374,06705
2375,06795
2376,06795-2625
2377,06109-3412
2378,06897-4437
2379,06897-4428
2380,06095-2429
2381,06098
2382,19701-2429
2383,19701-3841
2384,19701-1711
2385,19701-1252
2386,19934-1249
2387,19703-3106
2388,19703-1743
2389,19939-5410
2390,19939-5427
2391,19940-3571
2392,19901-6405
2393,19901-4502
2394,19904-6901
2395,19901-3939
2396,19901-3960
2397,19901-5833
2398,19904
2399,19947-3177
2400,19947-2255
2401,19807-2043
2402,19707
2403,19707-8800
2404,19958-3739
2405,19709-5841
2406,19709
2407,19709-9828
2408,19709-1427
2409,19963-2234
2410,19966-3604
2411,19966-4097
2412,19968-3115
2413,19711-5591
2414,19711-5590
2415,19713
2416,19711-5476
2417,19711-5700
2418,19711-7314
2419,19702-5412
2420,19713-1827
2421,19711
2422,19702-5603
2423,19711
2424,19973
2425,19973-0567
2426,19975-9401
2427,19977-1509
2428,19977-1107
2429,19806-3352
2430,19809
2431,19808-5004
2432,19803-5401
2433,19808
2434,19810-2659
2435,19805-3010
2436,19808-4389
2437,19805-4939
2438,19803
2439,19810
2440,19804-2530
2441,19808
2442,19801
2443,19805-1265
2444,19810-4544
2445,19801-2437
2446,19810-4544
2447,20010-2802
2448,20020-1421
2449,20017
2450,20019-3711
2451,20012-1729
2452,20012
2453,20024-2811
2454,20016-2756
2455,20009
2456,20003-3037
2457,20005
2458,20016-4358
2459,20037
2460,20001-3000
2461,20003
2462,20003-4303
2463,20015-2612
2464,20001-4021
2465,20016-4670
2466,20007-6042
2467,20002-4338
2468,20009-5703
2469,20016-3829
2470,20007-4104
2471,32615-5168
2472,32712-2229
2473,32703-5722
2474,32703-4235
2475,34266-3971
2476,33823-3402
2477,33830-3658
2478,33830-3101
2479,34420-4032
2480,34208-5524
2481,34210-2548
2482,34202-3704
2483,34203
2484,34210-2608
2485,34205
2486,33511-8107
2487,33511-5911
2488,33511-5006
2489,33511-4918
2490,33511-5554
2491,34613
2492,34601-2524
2493,32011
2494,32533
2495,32324-1540
2496,32626-0901
2497,33762
2498,33765-2911
2499,33761-2403
2500,33761-3934
2501,33759
2502,33765-3344
2503,33764-6345
2504,33765-1515
2505,33761-2025
2506,33763-2047
2507,33755-5322
2508,33761-2102
2509,33764
2510,34711-5415
2511,34711-1957
2512,34711
2513,33440-3710
2514,32922-7688
2515,32536-2729
2516,32536-1706
2517,33837-6802
2518,33330
2519,33330-2129
2520,33324
2521,33328
2522,33325-3153
2523,33314
2524,33328-3098
2525,32720-3963
2526,32724-6083
2527,32724
2528,32725-9619
2529,32725-2910
2530,32541-5732
2531,33178-2854
2532,33178-4400
2533,34698-5679
2534,34698-6427
2535,34432-6030
2536,32132-1648
2537,34223-3305
2538,34223-3305
2539,33928-7697
2540,32726-4897
2541,32726-6172
2542,32034
2543,32606-7212
2544,32608
2545,32606-6678
2546,32607-1587
2547,32601
2548,32607
2549,33413-3303
2550,33707-4948
2551,33016-1832
2552,33016
2553,34691-5630
2554,33024-1842
2555,33024-3903
2556,33021-3606
2557,33021-6502
2558,33020-4622
2559,33033-4702
2560,33030-4405
2561,33033-1944
2562,33030-3237
2563,34448-2601
2564,34667
2565,34453-3809
2566,34450-4748
2567,32210
2568,32256-1812
2569,32256-1596
2570,32257-6360
2571,32217-4636
2572,32257-8101
2573,32223-7203
2574,32207-8814
2575,32207-5311
2576,32218-4568
2577,32224
2578,32256-9664
2579,32218
2580,32256-1346
2581,32277-1777
2582,32210-6800
2583,32246-3743
2584,32259-6299
2585,32258
2586,32218
2587,32205-7412
2588,32246-7130
2589,32207-3325
2590,32257-8652
2591,32244-5598
2592,32216-8931
2593,32218-3821
2594,32259-4085
2595,32222-2826
2596,32256-4571
2597,32225-6462
2598,32205-6209
2599,32223-8669
2600,32224
2601,32217
2602,32277-3726
2603,32225
2604,32225-5711
2605,32224
2606,32216
2607,32204
2608,32216-1930
2609,33458-8816
2610,33458-8800
2611,33458-6830
2612,33458
2613,33458-2872
2614,34744
2615,34741
2616,34741-3221
2617,34744-4566
2618,34741-4981
2619,34744-3721
2620,33809-4182
2621,33813-4904
2622,33803
2623,33805-2222
2624,33813-3739
2625,33801-5431
2626,33809-6226
2627,33813-2184
2628,33812
2629,33803-7228
2630,33803
2631,33801-5226
2632,33809
2633,33803-1307
2634,33462-1671
2635,33771-2320
2636,33774-3238
2637,33771-4009
2638,33773
2639,33770-1927
2640,33351
2641,34748-3818
2642,33547
2643,32779-3362
2644,32750-5219
2645,32750-4907
2646,32779-4815
2647,33558
2648,33548-3051
2649,33549
2650,32063-2605
2651,32340-2407
2652,32751-5654
2653,32751
2654,33063-5129
2655,32448-2716
2656,32446-3501
2657,32940
2658,32940
2659,32935-6800
2660,32935-7525
2661,33165
2662,33173
2663,33175-3428
2664,33133-2360
2665,33176-8162
2666,33186
2667,33173-5493
2668,33196
2669,33185-4082
2670,33186-1513
2671,33144-2206
2672,33143-4804
2673,33130-1501
2674,33165
2675,33132-1423
2676,33165-7066
2677,33186-4641
2678,33145
2679,33179
2680,33155-5209
2681,33176
2682,33183
2683,33185-4071
2684,33177-6426
2685,33175-6458
2686,33186
2687,33175-7825
2688,32068-8518
2689,32068-5151
2690,32583
2691,32570-4769
2692,33023
2693,33029-5802
2694,33027-4572
2695,33025-2397
2696,33027-4134
2697,32344
2698,34104-5305
2699,34116-6524
2700,34105-4517
2701,34103-3717
2702,34119-9737
2703,34110
2704,34119-9013
2705,34119-9607
2706,34105-4517
2707,34112-6767
2708,34113-3347
2709,34114
2710,34109-3836
2711,32566-7468
2712,32669-6388
2713,32578-2337
2714,32578
2715,34471-0831
2716,34471
2717,34471
2718,34474-5717
2719,34471-8448
2720,34482-8906
2721,34471
2722,34470-8701
2723,34481-9643
2724,34761-5300
2725,34761-6948
2726,34761-4797
2727,34761-2940
2728,34972
2729,32814-5900
2730,32806
2731,32806-3487
2732,32826-4649
2733,32829-8018
2734,32807
2735,32806-2505
2736,32811
2737,32821-8774
2738,32837-7682
2739,32832-5812
2740,32828-8984
2741,32818-3009
2742,32812-1245
2743,32804-2833
2744,32819-5153
2745,32817
2746,32822-8216
2747,32803-2225
2748,32832
2749,32837-6598
2750,32822-2700
2751,32817-4625
2752,32835-7637
2753,32828-7115
2754,32824-5524
2755,32827
2756,32806-2116
2757,32807-3604
2758,32819-5112
2759,32814-5900
2760,32804-7010
2761,32837-4022
2762,32832-6946
2763,32835-6689
2764,32806-4625
2765,32807
2766,32801-3011
2767,32765-5063
2768,32765-5526
2769,32765-4520
2770,32765-9958
2771,32571-1014
2772,32571-8717
2773,32177-3235
2774,32177-8414
2775,32177-3727
2776,34219-8669
2777,32504-7339
2778,32504-8616
2779,32506
2780,32534-4353
2781,32506-4285
2782,32504-4717
2783,32503-2671
2784,32514
2785,32534-3144
2786,32501
2787,32514-7795
2788,32534-9469
2789,32505-2318
2790,32502-4838
2791,32526-6910
2792,32347-2737
2793,32347-3306
2794,33156
2795,33156
2796,33317-2610
2797,33317
2798,33322
2799,33324-2332
2800,Promenade
2801,33324-1063
2802,33324
2803,33324
2804,33324
2805,33322-6548
2806,33322-4111
2807,34759
2808,33579-7176
2809,33569-5706
2810,33569-5148
2811,32955-5218
2812,32771
2813,32771-9243
2814,32773-7442
2815,32771
2816,34238-2938
2817,34232
2818,34239-6249
2819,34233
2820,32958-3890
2821,32958-7013
2822,33870
2823,33870-1645
2824,33584-4917
2825,33772-4825
2826,33777
2827,33772-2527
2828,33776-3500
2829,32091
2830,34994
2831,34491-8971
2832,33351-4327
2833,33323-0904
2834,33325-6257
2835,33351
2836,33351-6918
2837,32308-1119
2838,32308
2839,32312-4878
2840,32311-7912
2841,32308-4463
2842,32308
2843,32308
2844,32303-4727
2845,32303
2846,32301-3609
2847,32303
2848,32312-3862
2849,32303-5650
2850,32301
2851,33351
2852,33319-3037
2853,33319-3305
2854,33625-4014
2855,33618-2027
2856,33611
2857,33637-1101
2858,33629-6606
2859,33625-3177
2860,33611-3300
2861,33609-4522
2862,33635-9650
2863,33626-1737
2864,33626
2865,33618-2411
2866,33647-3466
2867,33624-1800
2868,33614-1948
2869,33618-3800
2870,33614-1580
2871,33647-2155
2872,33618
2873,33626-3644
2874,33625-3817
2875,33612
2876,33615-1606
2877,33609-3007
2878,33629-6840
2879,33624-2075
2880,33613-1626
2881,33613-2752
2882,33625
2883,32780-6927
2884,32796-3271
2885,32780-5498
2886,32780-4734
2887,34655-4416
2888,33596
2889,34293-1636
2890,34293-5067
2891,34285-7123
2892,32940-6076
2893,32955-6672
2894,33873-2319
2895,33414-4710
2896,33414-8589
2897,Reserve
2898,33414-6137
2899,33414
2900,33449-8098
2901,33326-2312
2902,33326
2903,33326-3682
2904,34785-8058
2905,34785-4832
2906,32097-5506
2907,33542-7527
2908,33542-5366
2909,30101-5342
2910,30102
2911,30101-9526
2912,30101-3606
2913,30101-7324
2914,30103-2209
2915,31620-2643
2916,31707-2380
2917,31707
2918,31701-2738
2919,31705-2478
2920,31707
2921,31701-1436
2922,31701-1414
2923,31707-1298
2924,31707-1591
2925,31510-3414
2926,30004
2927,30004-3365
2928,30004
2929,30004
2930,30004-6614
2931,30009-3625
2932,30009-7922
2933,30004
2934,30005-5481
2935,30022-8276
2936,30005-4445
2937,30004
2938,30022-5322
2939,30022
2940,30004
2941,30005-4464
2942,30022
2943,30005
2944,30005-1732
2945,31709
2946,31719-2911
2947,31709-3836
2948,31714-5204
2949,30605-3509
2950,30605
2951,30605-2715
2952,30606-6919
2953,30606-6006
2954,30601-3807
2955,30606-3332
2956,30307-2122
2957,30328
2958,30339
2959,30328-1689
2960,30339
2961,30312-1988
2962,30318-0508
2963,30316-3850
2964,30342-2293
2965,30328
2966,30339
2967,30309
2968,30349-5185
2969,30331-2161
2970,30306-2015
2971,30341
2972,30306
2973,30350-1859
2974,30338-5171
2975,30341-5344
2976,30339-1518
2977,30339-4187
2978,30346-2209
2979,30310
2980,30345-2740
2981,30324
2982,30303-2202
2983,30326-1332
2984,30324-3171
2985,30305
2986,30342-3000
2987,30339
2988,30309
2989,30341-2460
2990,30339
2991,30339
2992,30329-3118
2993,30342-4452
2994,30329-2602
2995,30340
2996,30305-1800
2997,30309-1121
2998,30308-3315
2999,30315-5807
3000,30327-4107
3001,30316-1676
3002,30339
3003,30346-2001
3004,30324
3005,30331-5039
3006,30308-2116
3007,30318-5746
3008,30311-2842
3009,30338-6211
3010,30345-2739
3011,30312-2275
3012,30309
3013,30326
3014,30318-2544
3015,30318-3604
3016,30328-4607
3017,30011-3642
3018,30904-6202
3019,30909-9158
3020,30904-6717
3021,30906-6900
3022,30901-1118
3023,30907
3024,30906-2387
3025,30906-5169
3026,30904-3162
3027,30909-6438
3028,30909-4502
3029,30106-1599
3030,30106-6834
3031,39819-4250
3032,39817-3682
3033,30204
3034,31513-0427
3035,31516-0581
3036,30512-8549
3037,30512-3569
3038,39823-2638
3039,30622-3334
3040,30622
3041,31005
3042,31005
3043,30517
3044,30517
3045,30110-1609
3046,30110-2306
3047,30319
3048,30319-1458
3049,30329-1044
3050,30329-2404
3051,31520-7145
3052,31520-1204
3053,31525-2434
3054,31525-0575
3055,30519
3056,30518
3057,30518
3058,30518
3059,30519-3010
3060,30518-8845
3061,30518-3027
3062,30519
3063,30518-8722
3064,31006
3065,31008-9588
3066,31008-7329
3067,39828-0647
3068,39828-2808
3069,30701-2234
3070,30701-3191
3071,30701-1995
3072,30701-1148
3073,30115-7450
3074,30114
3075,30115-7255
3076,30114
3077,30114-2449
3078,30114-4048
3079,30115-2984
3080,30114-5295
3081,30117-2228
3082,30117
3083,30117-3626
3084,30117-4501
3085,30117-1921
3086,30116-8941
3087,30120-2143
3088,30120-3507
3089,30121
3090,30120-3607
3091,30120-3215
3092,30120-8466
3093,30120-3307
3094,30120-3758
3095,30125-2328
3096,30125-2935
3097,31028-1743
3098,30341-2718
3099,30341-2200
3100,30705
3101,30705-0786
3102,30707-0610
3103,30523-6031
3104,30523-5430
3105,30021-2225
3106,30417
3107,30525-0024
3108,30528
3109,30528-1257
3110,31014-8716
3111,30628-2400
3112,31909-3888
3113,31901
3114,31909-6276
3115,31909-7202
3116,31909-4051
3117,31904
3118,31906-4507
3119,31907
3120,31907
3121,31901-2402
3122,31909-6050
3123,31904-7168
3124,31907
3125,31909-4662
3126,31904-5920
3127,31904-5203
3128,31917-2326
3129,30529-1254
3130,30529
3131,30012
3132,30013
3133,30094-6629
3134,30094
3135,30013-1735
3136,30094-2847
3137,31015
3138,30531
3139,30014
3140,30016-4115
3141,30014
3142,30016-1865
3143,30014-2048
3144,30014-2457
3145,30041
3146,30040-3919
3147,30040-8793
3148,30028
3149,30041-6570
3150,30040
3151,30041-0203
3152,30040-4338
3153,30041
3154,30041-9324
3155,30040
3156,30040
3157,30041-5569
3158,30040-3567
3159,30019-5439
3160,30019-2347
3161,30019-1043
3162,30019-2268
3163,30019-3326
3164,30019-5444
3165,30019-5933
3166,30533-1637
3167,30533-3953
3168,30157-7330
3169,30132
3170,30132-8201
3171,30157-1624
3172,30132-4298
